,Unnamed: 0,station,netbeheerder,status,totale_capaciteit_invoeding_mva,totale_capaciteit_afname_mva,beschikbare_capaciteit_invoeding_huidig_mva,beschikbare_capaciteit_afname_huidig_mva,verwacht_jaar_van_overbelasting_invoeding,verwacht_jaar_van_overbelasting_afname,investeringsplanning_vermogen_invoeding,investeringsplanning_vermogen_afname,investeringsplanning_tijd_invoeding,investeringsplanning_tijd_afname,beschikbare_capaciteit_invoeding_3_jaar_mva,beschikbare_capaciteit_afname_3_jaar_mva,beschikbare_capaciteit_invoeding_5_jaar_mva,beschikbare_capaciteit_afname_5_jaar_mva,beschikbare_capaciteit_invoeding_10_jaar_mva,beschikbare_capaciteit_afname_10_jaar_mva,peildatum,beschikbare_capaciteit_afname_3_jaar_mva_visualisatie,beschikbare_capaciteit_afname_5_jaar_mva_visualisatie,beschikbare_capaciteit_afname_10_jaar_mva_visualisatie,beschikbare_capaciteit_afname_huidig_mva_visualisatie,beschikbare_capaciteit_invoeding_3_jaar_mva_visualisatie,beschikbare_capaciteit_invoeding_5_jaar_mva_visualisatie,beschikbare_capaciteit_invoeding_10_jaar_mva_visualisatie,beschikbare_capaciteit_invoeding_huidig_mva_visualisatie,geometry,zip_code
436,,Station Lutterade 150,LUTT150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(50.981355508571426 5.816750808571429),6163 GC
437,,Station Urmond 150,URM150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(50.9881401 5.7848389),6171 RA
438,,Station Graetheide 150,GRTH150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.00023155 5.796029),6167 RH
439,,Station Beek 150,BEEK150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(50.9436878 5.808026133333334),6191 HL
440,,Station Limmel 150,LIMM150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(50.86404883684211 5.707017447368421),6222 EH
441,,Station Schoonbron 150,SBRN150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(50.859251475 5.88679865),6312 AH
442,,Station Huskensweg 150,HUSK150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(50.89704619411765 5.9688690705882355),6412 SB
443,,Station Beersdal 150,BSDL150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(50.90097273846153 5.965257976923077),6412 SJ
444,,Station Treebeek 150,TRBK150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(50.93535635 5.9435470625),6446 XH
445,,Station Philips 150,PHP150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.824545428571426 5.820476804761904),6534 AE
446,,Station Teersdijk 150,TSD150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.8208884325 5.7820655924999995),6537 TM
447,,Station Nijmegen 150,NM150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.85362896081081 5.843095823648649),6541 GS
448,,Station Gennep 150,GENN150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.706012930769226 5.976572215384615),6591 MG
449,,Station Druten 150,DRT150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.8770983 5.5784102),6655 KA
450,,Station Elst 150,ELT150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.9720881 4.2271479),2678 LH
451,,Station Dodewaard 380,DOD380,,380,380,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.92335696 5.65490064),6669 MJ
452,,Station Dodewaard 150,DOD150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.93051011428572 5.678869007142858),6669 MP
453,,Kantoor Ede,EDE,,Ede,Ede,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.03446731948052 5.6291344),6716 AX
454,,Station Frankeneng 150,FRA150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.02810102 5.6374401700000005),6716 BC
455,,Station Ede 150,EDE150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.05294556666667 5.666622966666666),6718 ZD
456,,Kantoor Arnhem B50,AH,,B50,B50,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.98417277741935 5.875017269354839),6812 AR
457,,Kantoor Arnhem B46,AH B46,,B46,B46,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.98417277741935 5.875017269354839),6812 AR
458,,Kantoor Arnhem H01,AH H01,,H01,H01,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.98417277741935 5.875017269354839),6812 AR
459,,Station Kattenberg 150,KBG150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.03154115 5.887599325),6816 TR
460,,Station Arnhem 150,AH150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.975565585000005 5.91915267),6827 AZ
461,,Station Renkum 150,RK150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.9665212 5.7228864),6871 CJ
462,,Station Zevenaar 150,ZV150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.9402481 6.078764252941176),6903 AB
463,,Station Eerbeek 150,EBK150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.096453128571426 6.0641203),6961 EL
464,,Station Doetinchem 380,DTC380,,380,380,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.98170315 6.2529601),6999 EC
465,,Station Langerak 150,LGK150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.98170315 6.2529601),6999 EC
466,,Station Doetinchem 150,DTC150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.97259022 6.27498734),7008 BA
467,,Station Ulft 150,UF150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.90528408888889 6.374802111111111),7071 PA
468,,Station Winterswijk 150,WTW150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.975929825 6.68718331875),7102 GA
469,,Station Dale 150,DAL150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.945088278571426 6.5765560857142855),7122 PT
470,,Station Eibergen 110,EBG110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.11563954 6.64214678),7151 MJ
471,,Station Zutphen 150,ZP150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.149942278260866 6.221441626086956),7203 DR
472,,Station Lochem 150,LC150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.16579587 6.371941120000001),7241 TE
473,,Station Borculo 150,BCO150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.12187243333333 6.53607645),7271 LA
474,,Station Woudhuis 150,WHS150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.19769486923077 6.036579692307692),7325 WZ
475,,Station Apeldoorn 150,APD150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.20149491363636 5.970043645454545),7331 HL
476,,Station Deventer Platvoet 110,DVTP110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.2762991 6.1348795),7414 KP
477,,Station Deventer Bergweide 110,DVTB110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.24133234 6.19140232),7418 EE
478,,Station Nijverdal 110,NVD110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.372041575 6.46904325),7443 TB
479,,Station Rijssen 110,RS110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.3022939 6.4753372),7462 SE
480,,Station Goor 110,GO110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.2464847 6.5935106),7472 DG
481,,Station Haaksbergen 110,HBG110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.1498744 6.715035333333333),7481 WE
482,,Station Enschede Heekstraat 110,ESDH110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.227551094999995 6.8667045),7521 EB
483,,Station Enschede Vechtstraat 110,ESDV110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.2358712 6.9030384950000006),7523 CV
484,,Station Enschede Wesselerbrink 110,ESDW110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.198107236666665 6.88505387),7544 GE
485,,Station Enschede Marssteden 110,ESDM110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.21458195 6.8325341),7547 PE
486,,Station Hengelo AVI 110,HGLA110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.235417 6.7880274),7554 RT
487,,Station Hengelo 380,HGL380,,380,380,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.246438705882355 6.753521364705883),7554 RK
488,,Station Hengelo Oele 110,HGLO110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.246438705882355 6.753521364705883),7554 RK
489,,Station Hengelo Salinco 110,HGLS110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.24518857777778 6.795075644444445),7554 RS
490,,Station Hengelo Boldershoek 110,HGLB110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.24176361111111 6.773158433333333),7554 TA
491,,Station Hengelo Weideweg 110,HGLW110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.27276259285714 6.779127614285715),7556 AX
492,,Station Oldenzaal 110,ODZ110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.304482771428574 6.918586342857143),7572 PB
493,,Station Losser 110,LS110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.25064422321429 7.007314742857143),7582 CN
494,,Station Almelo Urenco 110,AMLU110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.338295425 6.68875835),7601 PD
495,,Station Almelo Mosterdpot 110,AMLM110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.356029430769226 6.646071723076923),7604 CG
496,,Station Almelo Tusveld 110,AMLT110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.316606058333335 6.6700928416666665),7627 PC
497,,Station Tubbergen 110,TBG110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.3933128125 6.76623248125),7651 NK
498,,Station Vroomshoop 110,VH110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.44879217222222 6.566448855555556),7681 KG
499,,Station Dedemsvaart 110,DDV110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.60587404166667 6.4869348166666665),7701 BS
500,,Station Ommen Dante 110,OMD110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.52822503636364 6.410145113636363),7731 XE
501,,Station Ommen Vilsteren 110,OMV110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.50569249130435 6.355307456521739),7734 PB
502,,Station Coevorden 110,CVD110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.66837079166667 6.69973595),7741 PE
503,,Station Coevorden Europark 110,CVDE110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.64757706666667 6.7439794666666675),7742 SX
504,,Station Schoonebeek 110,SNB110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.65761478333333 6.897210933333333),7761 AA
505,,Station Hardenberg 110,HDB110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.57544656666667 6.5984571333333335),7773 ND
506,,Station AKZO Emmen 110,AKU110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.772298215789476 6.908273692105263),7821 AT
507,,Station Emmen Vesterswijk 110,EMV110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.801959625 6.903700225),7822 BA
508,,Station Emmen Weerdingen 110,EMW110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.801959625 6.903700225),7822 BA
509,,Station Bargermeer 110,BGMR110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.75883005675676 6.929505935135135),7825 VE
510,,Station Emmen Barger Oosterveld 110,EMBO110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.7791267 6.9540309),7826 CL
511,,Station Veenoord 110,VO110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.71602286666667 6.843379933333333),7844 NA
512,,Station Erica 110,ERC110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.695321248571425 6.90590272),7887 TN
513,,Station Klazienaveen 110,KZV110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(53.3190061 6.9080549),9932 AA
514,,Station Hoogeveen 110,HGV110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.73993663157895 6.474024652631579),7901 TA
515,,Regiokantoor Hoogeveen,HGV,,-1,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.73703891428571 6.4685076285714285),7901 TE
516,,Station Meppel 110,MP110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.683081236363634 6.184646645454546),7944 AA
517,,Station Zwolle Weteringkade 110,ZLW110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.497294010000005 6.122990305),8013 PD
518,,Station Harculo 110,HCL110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.477794576190476 6.114691161904762),8014 PA
519,,Station Hessenweg 220,HSW220,,220,220,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.531373333333335 6.189336516666667),8028 PD
520,,Station Zwolle 380,ZL380,,380,380,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.531373333333335 6.189336516666667),8028 PD
521,,Station Zwolle Hessenweg 110,ZLH110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.531373333333335 6.189336516666667),8028 PD
522,,Station Zwolle Frankhuis 110,ZLF110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.52176371428571 6.0677912),8043 PB
523,,Station Hattem 150,HTM150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.45348005555556 6.079716744444445),8051 CA
524,,Station Zwartsluis 110,ZS110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.626705775 6.088191475),8064 PH
525,,Station Raalte 110,RT110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.37561255 6.2694168),8101 PN
526,,Station Olst 110,OL110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.355582428571424 6.1245252571428574),8121 RZ
527,,Station Vaassen 150,VSN150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.30869896666667 5.988308558333333),8166 KG
528,,Station Zuiderveld 150,ZUV150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.51446 5.6195),8251 SN
529,,Station Lelystad 150,LLS150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.5577688 5.4785474),8221 RA
530,,Station Lelystad 380,LLS380,,380,380,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.5752432 5.5344761),8221 RD
531,,Lelystad 3e+4e Etage gebouw 'Dominor',LLS,,-1,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.50606949791667 5.47465914375),8232 WJ
532,,Station Dronten 150,DNT150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.51790501428572 5.658557914285714),8251 PA
533,,Station Kubbetocht 150,KBT150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.47936804285714 5.6556476714285715),8256 PH
534,,Station Kampen 110,KP110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.56734196666667 5.86111344),8263 AX
535,,Station Emmeloord 110,EMO110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.69547426923077 5.757831603846154),8304 BA
536,,Station Ens 220,ENS220,,220,220,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.61387528235294 5.8016962),8307 RL
537,,Station Ens 380,ENS380,,380,380,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.61387528235294 5.8016962),8307 RL
538,,Station Luttelgeest 110,LTG110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.77663182941176 5.851519623529412),8315 PK
539,,Station Noordoostpolder Voorsterweg 110,NOPV110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.67902364285714 5.924676385714286),8316 PR
540,,Station Vollenhove 110,VLH110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.678888836842106 5.942743942105263),8325 XD
541,,Station Steenwijk 110,SW110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.7792888 6.1434952),8331 TT
542,,Station Gorredijk 110,GRD 110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.99444419411765 6.077967982352941),8401 AL
543,,Station Oosterwolde 110,OWD110,,110,110,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.9919698877193 6.272954814035088),8431 AC
