,zip_code,beschikbare_capaciteit_invoeding_huidig_mva,beschikbare_capaciteit_afname_huidig_mva,station_lat,station_long,center_vlak_lat,center_vlak_long,area_vlak,distance_to_station,name
768,3061 SH,60.0,11.0,51.92464352297711,4.502577896163993,51.926819731096835,4.509628752256913,581.6638298220473,540.6657438302624,Zamenhofstraat 25kV
769,3061 SH,60.0,11.0,51.92464352297711,4.502577896163993,51.929632687241345,4.503765633908975,222.13218424609275,560.7160010212327,Zamenhofstraat 25kV
770,3061 SH,60.0,11.0,51.92464352297711,4.502577896163993,51.92947966025887,4.503677748311448,122.38679692236282,543.0165556041529,Zamenhofstraat 25kV
771,3061 SH,60.0,11.0,51.92464352297711,4.502577896163993,51.9292310311993,4.503533259386667,125.83779379324778,514.2968805203067,Zamenhofstraat 25kV
772,3061 SH,60.0,11.0,51.92464352297711,4.502577896163993,51.9246275690111,4.502578338148983,941.1550840439279,1.774258968969281,Zamenhofstraat 25kV
773,3061 SH,60.0,11.0,51.92464352297711,4.502577896163993,51.92535478429706,4.495156286587224,914.9840081596141,515.0312643758206,Zamenhofstraat 25kV
774,3061 SH,60.0,11.0,51.92464352297711,4.502577896163993,51.92582280634181,4.48831322773645,1555.201168604806,986.9173933273961,Zamenhofstraat 25kV
775,3061 SH,60.0,11.0,51.92464352297711,4.502577896163993,51.92598622640153,4.487189375005731,30.94696967403026,1065.7405841738744,Zamenhofstraat 25kV
776,3061 SH,60.0,11.0,51.92464352297711,4.502577896163993,51.934862429707536,4.500459480812926,311.6920446388099,1145.5366015167776,Zamenhofstraat 25kV
777,3061 SH,60.0,11.0,51.92464352297711,4.502577896163993,51.92765041599777,4.485923848812158,30.658954428653146,1189.9293752773567,Zamenhofstraat 25kV
778,3061 SH,60.0,11.0,51.92464352297711,4.502577896163993,51.92483044759956,4.489731575447308,28.61434880702487,881.1620104159141,Zamenhofstraat 25kV
779,3061 SH,60.0,11.0,51.92464352297711,4.502577896163993,51.929696113078755,4.4966227277555,56.105111918263695,694.5427145303082,Zamenhofstraat 25kV
780,3061 SH,60.0,11.0,51.92464352297711,4.502577896163993,51.92279393924023,4.498280576315888,234.86485091282523,359.35960389859247,Zamenhofstraat 25kV
781,3061 SH,60.0,11.0,51.92464352297711,4.502577896163993,51.92014949337571,4.509515158437002,13036.848312602733,689.9558277114317,Zamenhofstraat 25kV
782,3061 SH,60.0,11.0,51.92464352297711,4.502577896163993,51.92268759287758,4.49868116423281,299.0327034166738,344.53966911328257,Zamenhofstraat 25kV
783,3061 SH,60.0,11.0,51.92464352297711,4.502577896163993,51.91824920033649,4.508540984853015,163.9661879363904,820.2290850141644,Zamenhofstraat 25kV
784,2718 NT,58.0,12.0,52.04585234146496,4.491495961389207,52.04202481585429,4.485236216144683,616.0708144606909,603.6688777292902,Zoetermeer 10 25 kV
785,2718 NT,58.0,12.0,52.04585234146496,4.491495961389207,52.04874077552399,4.452357832700988,11348.968893701462,2695.7049050463183,Zoetermeer 10 25 kV
786,2718 NT,58.0,12.0,52.04585234146496,4.491495961389207,52.044661842770175,4.4975600205638395,4584.27227009034,435.3312142033256,Zoetermeer 10 25 kV
787,2718 NT,58.0,12.0,52.04585234146496,4.491495961389207,52.04571199023129,4.491331173707049,3163.3059657386725,19.249963864881444,Zoetermeer 10 25 kV
788,2718 NT,58.0,12.0,52.04585234146496,4.491495961389207,52.04605406177792,4.489700411469192,32.48811561671485,124.82611700251432,Zoetermeer 10 25 kV
789,2718 NT,58.0,12.0,52.04585234146496,4.491495961389207,52.045755193224544,4.48923394834313,1825.9674809769817,155.0720759957224,Zoetermeer 10 25 kV
790,2718 NT,58.0,12.0,52.04585234146496,4.491495961389207,52.042092957495086,4.482575361526796,5206.9398249474725,739.5637153358443,Zoetermeer 10 25 kV
791,2718 NT,58.0,12.0,52.04585234146496,4.491495961389207,52.04296428605718,4.497552089147287,3002.455620215043,524.094872547684,Zoetermeer 10 25 kV
792,2718 NT,58.0,12.0,52.04585234146496,4.491495961389207,52.0514916450684,4.437512053705077,28103.164814483855,3744.511773425735,Zoetermeer 10 25 kV
793,2718 NT,58.0,12.0,52.04585234146496,4.491495961389207,52.04517675970956,4.499851175599974,5039.434261294642,576.3199866978703,Zoetermeer 10 25 kV
794,2712 PP,104.0,80.0,52.04334637327713,4.518134205825547,52.04264484921095,4.5174864587431545,17.92161538496092,89.7079407034526,Zoetermeer 9 25 kV
795,2712 PP,104.0,80.0,52.04334637327713,4.518134205825547,52.042539283557026,4.517534325273196,21.845025860822822,98.67770720022605,Zoetermeer 9 25 kV
796,2712 PP,104.0,80.0,52.04334637327713,4.518134205825547,52.03424574870701,4.50643404733208,218.51278797305972,1290.1463119431755,Zoetermeer 9 25 kV
797,2712 PP,104.0,80.0,52.04334637327713,4.518134205825547,52.04129791905371,4.511203059818467,132.23491971436025,525.9305261389574,Zoetermeer 9 25 kV
798,2712 PP,104.0,80.0,52.04334637327713,4.518134205825547,52.05355063889546,4.51578903400266,998.4353886051449,1145.940063775262,Zoetermeer 9 25 kV
799,2712 PP,104.0,80.0,52.04334637327713,4.518134205825547,52.039900967809885,4.512996434113131,339.9749914857169,519.8597080249939,Zoetermeer 9 25 kV
800,2712 PP,104.0,80.0,52.04334637327713,4.518134205825547,52.036950528835455,4.509990297422094,213.24537407121366,903.3576009453914,Zoetermeer 9 25 kV
801,2712 PP,104.0,80.0,52.04334637327713,4.518134205825547,52.0326980215974,4.501882403539031,36809.69152420267,1624.0914730368124,Zoetermeer 9 25 kV
802,2712 PP,104.0,80.0,52.04334637327713,4.518134205825547,52.03920301898404,4.50557561708993,62.83089822403776,974.7077385749295,Zoetermeer 9 25 kV
